Grip,Link,Strike,Type,Tot Damage,Atk Spd,Crit %,Stat %
Kwath,Vargeet II Jai,Kronsh,machete,96.0,52.0,0.32,0.09999999999999999
Kwath,Vargeet II Jai,Mewan,sword,96.0,52.0,0.32,0.09999999999999999
Kwath,Vargeet II Jai,Ooltha,sword,82.0,56.0,0.32,0.09999999999999999
Kwath,Vargeet II Jai,Plague Keewar,scythe,89.0,54.0,0.32,0.14
Kwath,Vargeet II Jai,Plague Kripath,rapier,80.0,58.0,0.36,0.09999999999999999
Kwath,Vargeet II Jai,Rabvee,machete,96.0,52.0,0.32,0.09999999999999999
Kwath,Vargeet II Jai,Sepfahn,weeb,82.0,56.0,0.34,0.12000000000000001
Kwath,Vargeet II Ruhang,Balla,dagger,96.0,52.0,0.32,0.09999999999999999
Kwath,Vargeet II Ruhang,Cyath,machete,100.0,47.0,0.32,0.09999999999999999
Kwath,Vargeet II Ruhang,Dehtat,rapier,96.0,52.0,0.32,0.09999999999999999
Kwath,Vargeet II Ruhang,Dokrahm,scythe,96.0,52.0,0.32,0.09999999999999999
Kwath,Vargeet II Ruhang,Kronsh,machete,114.0,43.0,0.32,0.09999999999999999
Kwath,Vargeet II Ruhang,Mewan,sword,114.0,43.0,0.32,0.09999999999999999
Kwath,Vargeet II Ruhang,Ooltha,sword,100.0,47.0,0.32,0.09999999999999999
Kwath,Vargeet II Ruhang,Plague Keewar,scythe,107.0,45.0,0.32,0.14
Kwath,Vargeet II Ruhang,Plague Kripath,rapier,98.0,49.0,0.36,0.09999999999999999
Kwath,Vargeet II Ruhang,Rabvee,machete,114.0,43.0,0.32,0.09999999999999999
Kwath,Vargeet II Ruhang,Sepfahn,weeb,100.0,47.0,0.34,0.12000000000000001
Kwath,Vargeet Jai II,Balla,dagger,74.0,66.0,0.25,0.13999999999999999
Kwath,Vargeet Jai II,Cyath,machete,78.0,61.0,0.25,0.13999999999999999
Kwath,Vargeet Jai II,Dehtat,rapier,74.0,66.0,0.25,0.13999999999999999
Kwath,Vargeet Jai II,Dokrahm,scythe,74.0,66.0,0.25,0.13999999999999999
Kwath,Vargeet Jai II,Kronsh,machete,92.0,57.0,0.25,0.13999999999999999
Kwath,Vargeet Jai II,Mewan,sword,92.0,57.0,0.25,0.13999999999999999
Kwath,Vargeet Jai II,Ooltha,sword,78.0,61.0,0.25,0.13999999999999999
Kwath,Vargeet Jai II,Plague Keewar,scythe,85.0,59.0,0.25,0.18
Kwath,Vargeet Jai II,Plague Kripath,rapier,76.0,63.0,0.29000000000000004,0.13999999999999999
Kwath,Vargeet Jai II,Rabvee,machete,92.0,57.0,0.25,0.13999999999999999
Kwath,Vargeet Jai II,Sepfahn,weeb,78.0,61.0,0.27,0.16
Kwath,Vargeet Jai,Balla,dagger,78.0,61.0,0.25,0.13999999999999999
Kwath,Vargeet Jai,Cyath,machete,82.0,56.0,0.25,0.13999999999999999
Kwath,Vargeet Jai,Dehtat,rapier,78.0,61.0,0.25,0.13999999999999999
Kwath,Vargeet Jai,Dokrahm,scythe,78.0,61.0,0.25,0.13999999999999999
Kwath,Vargeet Jai,Kronsh,machete,96.0,52.0,0.25,0.13999999999999999
Kwath,Vargeet Jai,Mewan,sword,96.0,52.0,0.25,0.13999999999999999
Kwath,Vargeet Jai,Ooltha,sword,82.0,56.0,0.25,0.13999999999999999
Kwath,Vargeet Jai,Plague Keewar,scythe,89.0,54.0,0.25,0.18
Kwath,Vargeet Jai,Plague Kripath,rapier,80.0,58.0,0.29000000000000004,0.13999999999999999
Kwath,Vargeet Jai,Rabvee,machete,96.0,52.0,0.25,0.13999999999999999
Kwath,Vargeet Jai,Sepfahn,weeb,82.0,56.0,0.27,0.16
Kwath,Vargeet Ruhang II,Balla,dagger,110.0,48.0,0.25,0.13999999999999999
Kwath,Vargeet Ruhang II,Cyath,machete,114.0,43.0,0.25,0.13999999999999999
Kwath,Vargeet Ruhang II,Dehtat,rapier,110.0,48.0,0.25,0.13999999999999999
Kwath,Vargeet Ruhang II,Dokrahm,scythe,110.0,48.0,0.25,0.13999999999999999
Kwath,Vargeet Ruhang II,Kronsh,machete,128.0,39.0,0.25,0.13999999999999999
Kwath,Vargeet Ruhang II,Mewan,sword,128.0,39.0,0.25,0.13999999999999999
Kwath,Vargeet Ruhang II,Ooltha,sword,114.0,43.0,0.25,0.13999999999999999
Kwath,Vargeet Ruhang II,Plague Keewar,scythe,121.0,41.0,0.25,0.18
Kwath,Vargeet Ruhang II,Plague Kripath,rapier,112.0,45.0,0.29000000000000004,0.13999999999999999
Kwath,Vargeet Ruhang II,Rabvee,machete,128.0,39.0,0.25,0.13999999999999999
Kwath,Vargeet Ruhang II,Sepfahn,weeb,114.0,43.0,0.27,0.16
Kwath,Vargeet Ruhang,Balla,dagger,96.0,52.0,0.25,0.13999999999999999
Kwath,Vargeet Ruhang,Cyath,machete,100.0,47.0,0.25,0.13999999999999999
Kwath,Vargeet Ruhang,Dehtat,rapier,96.0,52.0,0.25,0.13999999999999999
Kwath,Vargeet Ruhang,Dokrahm,scythe,96.0,52.0,0.25,0.13999999999999999
Kwath,Vargeet Ruhang,Kronsh,machete,114.0,43.0,0.25,0.13999999999999999
Kwath,Vargeet Ruhang,Mewan,sword,114.0,43.0,0.25,0.13999999999999999
Kwath,Vargeet Ruhang,Ooltha,sword,100.0,47.0,0.25,0.13999999999999999
Kwath,Vargeet Ruhang,Plague Keewar,scythe,107.0,45.0,0.25,0.18
Kwath,Vargeet Ruhang,Plague Kripath,rapier,98.0,49.0,0.29000000000000004,0.13999999999999999
Kwath,Vargeet Ruhang,Rabvee,machete,114.0,43.0,0.25,0.13999999999999999
Kwath,Vargeet Ruhang,Sepfahn,weeb,100.0,47.0,0.27,0.16
Laka,Ekwana II Jai,Balla,dagger,64.0,65.0,0.09999999999999999,0.32
Laka,Ekwana II Jai,Cyath,machete,68.0,60.0,0.09999999999999999,0.32
Laka,Ekwana II Jai,Dehtat,rapier,64.0,65.0,0.09999999999999999,0.32
Laka,Ekwana II Jai,Dokrahm,scythe,64.0,65.0,0.09999999999999999,0.32
Laka,Ekwana II Jai,Kronsh,machete,82.0,56.0,0.09999999999999999,0.32
Laka,Ekwana II Jai,Mewan,sword,82.0,56.0,0.09999999999999999,0.32
Laka,Ekwana II Jai,Ooltha,sword,68.0,60.0,0.09999999999999999,0.32
Laka,Ekwana II Jai,Plague Keewar,scythe,75.0,58.0,0.09999999999999999,0.36
Laka,Ekwana II Jai,Plague Kripath,rapier,66.0,62.0,0.14,0.32
Laka,Ekwana II Jai,Rabvee,machete,82.0,56.0,0.09999999999999999,0.32
Laka,Ekwana II Jai,Sepfahn,weeb,68.0,60.0,0.12000000000000001,0.34
Laka,Ekwana II Ruhang,Balla,dagger,82.0,56.0,0.09999999999999999,0.32
Laka,Ekwana II Ruhang,Cyath,machete,86.0,51.0,0.09999999999999999,0.32
Laka,Ekwana II Ruhang,Dehtat,rapier,82.0,56.0,0.09999999999999999,0.32
Laka,Ekwana II Ruhang,Dokrahm,scythe,82.0,56.0,0.09999999999999999,0.32
Laka,Ekwana II Ruhang,Kronsh,machete,100.0,47.0,0.09999999999999999,0.32
Laka,Ekwana II Ruhang,Mewan,sword,100.0,47.0,0.09999999999999999,0.32
Laka,Ekwana II Ruhang,Ooltha,sword,86.0,51.0,0.09999999999999999,0.32
Laka,Ekwana II Ruhang,Plague Keewar,scythe,93.0,49.0,0.09999999999999999,0.36
Laka,Ekwana II Ruhang,Plague Kripath,rapier,84.0,53.0,0.14,0.32
Laka,Ekwana II Ruhang,Rabvee,machete,100.0,47.0,0.09999999999999999,0.32
Laka,Ekwana II Ruhang,Sepfahn,weeb,86.0,51.0,0.12000000000000001,0.34
Laka,Ekwana Jai II,Balla,dagger,60.0,70.0,0.13999999999999999,0.25
Laka,Ekwana Jai II,Cyath,machete,64.0,65.0,0.13999999999999999,0.25
Laka,Ekwana Jai II,Dehtat,rapier,60.0,70.0,0.13999999999999999,0.25
Laka,Ekwana Jai II,Dokrahm,scythe,60.0,70.0,0.13999999999999999,0.25
Laka,Ekwana Jai II,Kronsh,machete,78.0,61.0,0.13999999999999999,0.25
Laka,Ekwana Jai II,Mewan,sword,78.0,61.0,0.13999999999999999,0.25
Laka,Ekwana Jai II,Ooltha,sword,64.0,65.0,0.13999999999999999,0.25
Laka,Ekwana Jai II,Plague Keewar,scythe,71.0,63.0,0.13999999999999999,0.29000000000000004
Laka,Ekwana Jai II,Plague Kripath,rapier,62.0,67.0,0.18,0.25
Laka,Ekwana Jai II,Rabvee,machete,78.0,61.0,0.13999999999999999,0.25
Laka,Ekwana Jai II,Sepfahn,weeb,64.0,65.0,0.16,0.27
Laka,Ekwana Jai,Balla,dagger,64.0,65.0,0.13999999999999999,0.25
Laka,Ekwana Jai,Cyath,machete,68.0,60.0,0.13999999999999999,0.25
Laka,Ekwana Jai,Dehtat,rapier,64.0,65.0,0.13999999999999999,0.25
Laka,Ekwana Jai,Dokrahm,scythe,64.0,65.0,0.13999999999999999,0.25
Laka,Ekwana Jai,Kronsh,machete,82.0,56.0,0.13999999999999999,0.25
Laka,Ekwana Jai,Mewan,sword,82.0,56.0,0.13999999999999999,0.25
Laka,Ekwana Jai,Ooltha,sword,68.0,60.0,0.13999999999999999,0.25
Laka,Ekwana Jai,Plague Keewar,scythe,75.0,58.0,0.13999999999999999,0.29000000000000004
Laka,Ekwana Jai,Plague Kripath,rapier,66.0,62.0,0.18,0.25
Laka,Ekwana Jai,Rabvee,machete,82.0,56.0,0.13999999999999999,0.25
Laka,Ekwana Jai,Sepfahn,weeb,68.0,60.0,0.16,0.27
Laka,Ekwana Ruhang II,Balla,dagger,96.0,52.0,0.13999999999999999,0.25
Laka,Ekwana Ruhang II,Cyath,machete,100.0,47.0,0.13999999999999999,0.25
Laka,Ekwana Ruhang II,Dehtat,rapier,96.0,52.0,0.13999999999999999,0.25
Laka,Ekwana Ruhang II,Dokrahm,scythe,96.0,52.0,0.13999999999999999,0.25
Laka,Ekwana Ruhang II,Kronsh,machete,114.0,43.0,0.13999999999999999,0.25
Laka,Ekwana Ruhang II,Mewan,sword,114.0,43.0,0.13999999999999999,0.25
Laka,Ekwana Ruhang II,Ooltha,sword,100.0,47.0,0.13999999999999999,0.25
Laka,Ekwana Ruhang II,Plague Keewar,scythe,107.0,45.0,0.13999999999999999,0.29000000000000004
Laka,Ekwana Ruhang II,Plague Kripath,rapier,98.0,49.0,0.18,0.25
Laka,Ekwana Ruhang II,Rabvee,machete,114.0,43.0,0.13999999999999999,0.25
Laka,Ekwana Ruhang II,Sepfahn,weeb,100.0,47.0,0.16,0.27
Laka,Ekwana Ruhang,Balla,dagger,82.0,56.0,0.13999999999999999,0.25
Laka,Ekwana Ruhang,Cyath,machete,86.0,51.0,0.13999999999999999,0.25
Laka,Ekwana Ruhang,Dehtat,rapier,82.0,56.0,0.13999999999999999,0.25
Laka,Ekwana Ruhang,Dokrahm,scythe,82.0,56.0,0.13999999999999999,0.25
Laka,Ekwana Ruhang,Kronsh,machete,100.0,47.0,0.13999999999999999,0.25
Laka,Ekwana Ruhang,Mewan,sword,100.0,47.0,0.13999999999999999,0.25
Laka,Ekwana Ruhang,Ooltha,sword,86.0,51.0,0.13999999999999999,0.25
Laka,Ekwana Ruhang,Plague Keewar,scythe,93.0,49.0,0.13999999999999999,0.29000000000000004
Laka,Ekwana Ruhang,Plague Kripath,rapier,84.0,53.0,0.18,0.25
Laka,Ekwana Ruhang,Rabvee,machete,100.0,47.0,0.13999999999999999,0.25
Laka,Ekwana Ruhang,Sepfahn,weeb,86.0,51.0,0.16,0.27
Laka,Jai II,Balla,dagger,60.0,70.0,0.18,0.18
Laka,Jai II,Cyath,machete,64.0,65.0,0.18,0.18
Laka,Jai II,Dehtat,rapier,60.0,70.0,0.18,0.18
Laka,Jai II,Dokrahm,scythe,60.0,70.0,0.18,0.18
Laka,Jai II,Kronsh,machete,78.0,61.0,0.18,0.18
Laka,Jai II,Mewan,sword,78.0,61.0,0.18,0.18
Laka,Jai II,Ooltha,sword,64.0,65.0,0.18,0.18
Laka,Jai II,Plague Keewar,scythe,71.0,63.0,0.18,0.22
Laka,Jai II,Plague Kripath,rapier,62.0,67.0,0.22,0.18
Laka,Jai II,Rabvee,machete,78.0,61.0,0.18,0.18
Laka,Jai II,Sepfahn,weeb,64.0,65.0,0.2,0.2
Laka,Jai,Balla,dagger,64.0,65.0,0.18,0.18
Laka,Jai,Cyath,machete,68.0,60.0,0.18,0.18
Laka,Jai,Dehtat,rapier,64.0,65.0,0.18,0.18
Laka,Jai,Dokrahm,scythe,64.0,65.0,0.18,0.18
Laka,Jai,Kronsh,machete,82.0,56.0,0.18,0.18
Laka,Jai,Mewan,sword,82.0,56.0,0.18,0.18
Laka,Jai,Ooltha,sword,68.0,60.0,0.18,0.18
Laka,Jai,Plague Keewar,scythe,75.0,58.0,0.18,0.22
Laka,Jai,Plague Kripath,rapier,66.0,62.0,0.22,0.18
Laka,Jai,Rabvee,machete,82.0,56.0,0.18,0.18
Laka,Jai,Sepfahn,weeb,68.0,60.0,0.2,0.2
Laka,Ruhang II,Balla,dagger,96.0,52.0,0.18,0.18
Laka,Ruhang II,Cyath,machete,100.0,47.0,0.18,0.18
Laka,Ruhang II,Dehtat,rapier,96.0,52.0,0.18,0.18
Laka,Ruhang II,Dokrahm,scythe,96.0,52.0,0.18,0.18
Laka,Ruhang II,Kronsh,machete,114.0,43.0,0.18,0.18
Laka,Ruhang II,Mewan,sword,114.0,43.0,0.18,0.18
Laka,Ruhang II,Ooltha,sword,100.0,47.0,0.18,0.18
Laka,Ruhang II,Plague Keewar,scythe,107.0,45.0,0.18,0.22
Laka,Ruhang II,Plague Kripath,rapier,98.0,49.0,0.22,0.18
Laka,Ruhang II,Rabvee,machete,114.0,43.0,0.18,0.18
Laka,Ruhang II,Sepfahn,weeb,100.0,47.0,0.2,0.2
Laka,Ruhang,Balla,dagger,82.0,56.0,0.18,0.18
Laka,Ruhang,Cyath,machete,86.0,51.0,0.18,0.18
Laka,Ruhang,Dehtat,rapier,82.0,56.0,0.18,0.18
Laka,Ruhang,Dokrahm,scythe,82.0,56.0,0.18,0.18
Laka,Ruhang,Kronsh,machete,100.0,47.0,0.18,0.18
Laka,Ruhang,Mewan,sword,100.0,47.0,0.18,0.18
Laka,Ruhang,Ooltha,sword,86.0,51.0,0.18,0.18
Laka,Ruhang,Plague Keewar,scythe,93.0,49.0,0.18,0.22
Laka,Ruhang,Plague Kripath,rapier,84.0,53.0,0.22,0.18
Laka,Ruhang,Rabvee,machete,100.0,47.0,0.18,0.18
Laka,Ruhang,Sepfahn,weeb,86.0,51.0,0.2,0.2
Laka,Vargeet II Jai,Balla,dagger,64.0,65.0,0.32,0.09999999999999999
Laka,Vargeet II Jai,Cyath,machete,68.0,60.0,0.32,0.09999999999999999
Laka,Vargeet II Jai,Dehtat,rapier,64.0,65.0,0.32,0.09999999999999999
Laka,Vargeet II Jai,Dokrahm,scythe,64.0,65.0,0.32,0.09999999999999999
Laka,Vargeet II Jai,Kronsh,machete,82.0,56.0,0.32,0.09999999999999999
Laka,Vargeet II Jai,Mewan,sword,82.0,56.0,0.32,0.09999999999999999
Laka,Vargeet II Jai,Ooltha,sword,68.0,60.0,0.32,0.09999999999999999
Laka,Vargeet II Jai,Plague Keewar,scythe,75.0,58.0,0.32,0.14
Laka,Vargeet II Jai,Plague Kripath,rapier,66.0,62.0,0.36,0.09999999999999999
Laka,Vargeet II Jai,Rabvee,machete,82.0,56.0,0.32,0.09999999999999999
Laka,Vargeet II Jai,Sepfahn,weeb,68.0,60.0,0.34,0.12000000000000001
Laka,Vargeet II Ruhang,Balla,dagger,82.0,56.0,0.32,0.09999999999999999
Laka,Vargeet II Ruhang,Cyath,machete,86.0,51.0,0.32,0.09999999999999999
Laka,Vargeet II Ruhang,Dehtat,rapier,82.0,56.0,0.32,0.09999999999999999
Laka,Vargeet II Ruhang,Dokrahm,scythe,82.0,56.0,0.32,0.09999999999999999
Laka,Vargeet II Ruhang,Kronsh,machete,100.0,47.0,0.32,0.09999999999999999
Laka,Vargeet II Ruhang,Mewan,sword,100.0,47.0,0.32,0.09999999999999999
Laka,Vargeet II Ruhang,Ooltha,sword,86.0,51.0,0.32,0.09999999999999999
Laka,Vargeet II Ruhang,Plague Keewar,scythe,93.0,49.0,0.32,0.14
Laka,Vargeet II Ruhang,Plague Kripath,rapier,84.0,53.0,0.36,0.09999999999999999
Laka,Vargeet II Ruhang,Rabvee,machete,100.0,47.0,0.32,0.09999999999999999
Laka,Vargeet II Ruhang,Sepfahn,weeb,86.0,51.0,0.34,0.12000000000000001
Laka,Vargeet Jai II,Balla,dagger,60.0,70.0,0.25,0.13999999999999999
Laka,Vargeet Jai II,Cyath,machete,64.0,65.0,0.25,0.13999999999999999
Laka,Vargeet Jai II,Dehtat,rapier,60.0,70.0,0.25,0.13999999999999999
Laka,Vargeet Jai II,Dokrahm,scythe,60.0,70.0,0.25,0.13999999999999999
Laka,Vargeet Jai II,Kronsh,machete,78.0,61.0,0.25,0.13999999999999999
Laka,Vargeet Jai II,Mewan,sword,78.0,61.0,0.25,0.13999999999999999
Laka,Vargeet Jai II,Ooltha,sword,64.0,65.0,0.25,0.13999999999999999
Laka,Vargeet Jai II,Plague Keewar,scythe,71.0,63.0,0.25,0.18
Laka,Vargeet Jai II,Plague Kripath,rapier,62.0,67.0,0.29000000000000004,0.13999999999999999
Laka,Vargeet Jai II,Rabvee,machete,78.0,61.0,0.25,0.13999999999999999
Laka,Vargeet Jai II,Sepfahn,weeb,64.0,65.0,0.27,0.16
Laka,Vargeet Jai,Balla,dagger,64.0,65.0,0.25,0.13999999999999999
Laka,Vargeet Jai,Cyath,machete,68.0,60.0,0.25,0.13999999999999999
Laka,Vargeet Jai,Dehtat,rapier,64.0,65.0,0.25,0.13999999999999999
Laka,Vargeet Jai,Dokrahm,scythe,64.0,65.0,0.25,0.13999999999999999
Laka,Vargeet Jai,Kronsh,machete,82.0,56.0,0.25,0.13999999999999999
Laka,Vargeet Jai,Mewan,sword,82.0,56.0,0.25,0.13999999999999999
Laka,Vargeet Jai,Ooltha,sword,68.0,60.0,0.25,0.13999999999999999
Laka,Vargeet Jai,Plague Keewar,scythe,75.0,58.0,0.25,0.18
Laka,Vargeet Jai,Plague Kripath,rapier,66.0,62.0,0.29000000000000004,0.13999999999999999
Laka,Vargeet Jai,Rabvee,machete,82.0,56.0,0.25,0.13999999999999999
Laka,Vargeet Jai,Sepfahn,weeb,68.0,60.0,0.27,0.16
Laka,Vargeet Ruhang II,Balla,dagger,96.0,52.0,0.25,0.13999999999999999
Laka,Vargeet Ruhang II,Cyath,machete,100.0,47.0,0.25,0.13999999999999999
Laka,Vargeet Ruhang II,Dehtat,rapier,96.0,52.0,0.25,0.13999999999999999
Laka,Vargeet Ruhang II,Dokrahm,scythe,96.0,52.0,0.25,0.13999999999999999
Laka,Vargeet Ruhang II,Kronsh,machete,114.0,43.0,0.25,0.13999999999999999
Laka,Vargeet Ruhang II,Mewan,sword,114.0,43.0,0.25,0.13999999999999999
Laka,Vargeet Ruhang II,Ooltha,sword,100.0,47.0,0.25,0.13999999999999999
Laka,Vargeet Ruhang II,Plague Keewar,scythe,107.0,45.0,0.25,0.18
Laka,Vargeet Ruhang II,Plague Kripath,rapier,98.0,49.0,0.29000000000000004,0.13999999999999999
Laka,Vargeet Ruhang II,Rabvee,machete,114.0,43.0,0.25,0.13999999999999999
Laka,Vargeet Ruhang II,Sepfahn,weeb,100.0,47.0,0.27,0.16
Laka,Vargeet Ruhang,Balla,dagger,82.0,56.0,0.25,0.13999999999999999
Laka,Vargeet Ruhang,Cyath,machete,86.0,51.0,0.25,0.13999999999999999
Laka,Vargeet Ruhang,Dehtat,rapier,82.0,56.0,0.25,0.13999999999999999
Laka,Vargeet Ruhang,Dokrahm,scythe,82.0,56.0,0.25,0.13999999999999999
Laka,Vargeet Ruhang,Kronsh,machete,100.0,47.0,0.25,0.13999999999999999
Laka,Vargeet Ruhang,Mewan,sword,100.0,47.0,0.25,0.13999999999999999
Laka,Vargeet Ruhang,Ooltha,sword,86.0,51.0,0.25,0.13999999999999999
Laka,Vargeet Ruhang,Plague Keewar,scythe,93.0,49.0,0.25,0.18
Laka,Vargeet Ruhang,Plague Kripath,rapier,84.0,53.0,0.29000000000000004,0.13999999999999999
Laka,Vargeet Ruhang,Rabvee,machete,100.0,47.0,0.25,0.13999999999999999
Laka,Vargeet Ruhang,Sepfahn,weeb,86.0,51.0,0.27,0.16
Peye,Ekwana II Jai,Balla,dagger,60.0,70.0,0.09999999999999999,0.32
Peye,Ekwana II Jai,Cyath,machete,64.0,65.0,0.09999999999999999,0.32
Peye,Ekwana II Jai,Dehtat,rapier,60.0,70.0,0.09999999999999999,0.32
Peye,Ekwana II Jai,Dokrahm,scythe,60.0,70.0,0.09999999999999999,0.32
Peye,Ekwana II Jai,Kronsh,machete,78.0,61.0,0.09999999999999999,0.32
Peye,Ekwana II Jai,Mewan,sword,78.0,61.0,0.09999999999999999,0.32
Peye,Ekwana II Jai,Ooltha,sword,64.0,65.0,0.09999999999999999,0.32
Peye,Ekwana II Jai,Plague Keewar,scythe,71.0,63.0,0.09999999999999999,0.36
Peye,Ekwana II Jai,Plague Kripath,rapier,62.0,67.0,0.14,0.32
Peye,Ekwana II Jai,Rabvee,machete,78.0,61.0,0.09999999999999999,0.32
Peye,Ekwana II Jai,Sepfahn,weeb,64.0,65.0,0.12000000000000001,0.34
Peye,Ekwana II Ruhang,Balla,dagger,78.0,61.0,0.09999999999999999,0.32
Peye,Ekwana II Ruhang,Cyath,machete,82.0,56.0,0.09999999999999999,0.32
Peye,Ekwana II Ruhang,Dehtat,rapier,78.0,61.0,0.09999999999999999,0.32
Peye,Ekwana II Ruhang,Dokrahm,scythe,78.0,61.0,0.09999999999999999,0.32
Peye,Ekwana II Ruhang,Kronsh,machete,96.0,52.0,0.09999999999999999,0.32
Peye,Ekwana II Ruhang,Mewan,sword,96.0,52.0,0.09999999999999999,0.32
Peye,Ekwana II Ruhang,Ooltha,sword,82.0,56.0,0.09999999999999999,0.32
Peye,Ekwana II Ruhang,Plague Keewar,scythe,89.0,54.0,0.09999999999999999,0.36
Peye,Ekwana II Ruhang,Plague Kripath,rapier,80.0,58.0,0.14,0.32
Peye,Ekwana II Ruhang,Rabvee,machete,96.0,52.0,0.09999999999999999,0.32
Peye,Ekwana II Ruhang,Sepfahn,weeb,82.0,56.0,0.12000000000000001,0.34
Peye,Ekwana Jai II,Balla,dagger,56.0,75.0,0.13999999999999999,0.25
Peye,Ekwana Jai II,Cyath,machete,60.0,70.0,0.13999999999999999,0.25
Peye,Ekwana Jai II,Dehtat,rapier,56.0,75.0,0.13999999999999999,0.25
Peye,Ekwana Jai II,Dokrahm,scythe,56.0,75.0,0.13999999999999999,0.25
Peye,Ekwana Jai II,Kronsh,machete,74.0,66.0,0.13999999999999999,0.25
Peye,Ekwana Jai II,Mewan,sword,74.0,66.0,0.13999999999999999,0.25
Peye,Ekwana Jai II,Ooltha,sword,60.0,70.0,0.13999999999999999,0.25
Peye,Ekwana Jai II,Plague Keewar,scythe,67.0,68.0,0.13999999999999999,0.29000000000000004
Peye,Ekwana Jai II,Plague Kripath,rapier,58.0,72.0,0.18,0.25
Peye,Ekwana Jai II,Rabvee,machete,74.0,66.0,0.13999999999999999,0.25
Peye,Ekwana Jai II,Sepfahn,weeb,60.0,70.0,0.16,0.27
Peye,Ekwana Jai,Balla,dagger,60.0,70.0,0.13999999999999999,0.25
Peye,Ekwana Jai,Cyath,machete,64.0,65.0,0.13999999999999999,0.25
Peye,Ekwana Jai,Dehtat,rapier,60.0,70.0,0.13999999999999999,0.25
Peye,Ekwana Jai,Dokrahm,scythe,60.0,70.0,0.13999999999999999,0.25
Peye,Ekwana Jai,Kronsh,machete,78.0,61.0,0.13999999999999999,0.25
Peye,Ekwana Jai,Mewan,sword,78.0,61.0,0.13999999999999999,0.25
Peye,Ekwana Jai,Ooltha,sword,64.0,65.0,0.13999999999999999,0.25
Peye,Ekwana Jai,Plague Keewar,scythe,71.0,63.0,0.13999999999999999,0.29000000000000004
Peye,Ekwana Jai,Plague Kripath,rapier,62.0,67.0,0.18,0.25
Peye,Ekwana Jai,Rabvee,machete,78.0,61.0,0.13999999999999999,0.25
Peye,Ekwana Jai,Sepfahn,weeb,64.0,65.0,0.16,0.27
Peye,Ekwana Ruhang II,Balla,dagger,92.0,57.0,0.13999999999999999,0.25
Peye,Ekwana Ruhang II,Cyath,machete,96.0,52.0,0.13999999999999999,0.25
Peye,Ekwana Ruhang II,Dehtat,rapier,92.0,57.0,0.13999999999999999,0.25
Peye,Ekwana Ruhang II,Dokrahm,scythe,92.0,57.0,0.13999999999999999,0.25
Peye,Ekwana Ruhang II,Kronsh,machete,110.0,48.0,0.13999999999999999,0.25
Peye,Ekwana Ruhang II,Mewan,sword,110.0,48.0,0.13999999999999999,0.25
Peye,Ekwana Ruhang II,Ooltha,sword,96.0,52.0,0.13999999999999999,0.25
Peye,Ekwana Ruhang II,Plague Keewar,scythe,103.0,50.0,0.13999999999999999,0.29000000000000004
Peye,Ekwana Ruhang II,Plague Kripath,rapier,94.0,54.0,0.18,0.25
Peye,Ekwana Ruhang II,Rabvee,machete,110.0,48.0,0.13999999999999999,0.25
Peye,Ekwana Ruhang II,Sepfahn,weeb,96.0,52.0,0.16,0.27
Peye,Ekwana Ruhang,Balla,dagger,78.0,61.0,0.13999999999999999,0.25
Peye,Ekwana Ruhang,Cyath,machete,82.0,56.0,0.13999999999999999,0.25
Peye,Ekwana Ruhang,Dehtat,rapier,78.0,61.0,0.13999999999999999,0.25
Peye,Ekwana Ruhang,Dokrahm,scythe,78.0,61.0,0.13999999999999999,0.25
Peye,Ekwana Ruhang,Kronsh,machete,96.0,52.0,0.13999999999999999,0.25
Peye,Ekwana Ruhang,Mewan,sword,96.0,52.0,0.13999999999999999,0.25
Peye,Ekwana Ruhang,Ooltha,sword,82.0,56.0,0.13999999999999999,0.25
Peye,Ekwana Ruhang,Plague Keewar,scythe,89.0,54.0,0.13999999999999999,0.29000000000000004
Peye,Ekwana Ruhang,Plague Kripath,rapier,80.0,58.0,0.18,0.25
Peye,Ekwana Ruhang,Rabvee,machete,96.0,52.0,0.13999999999999999,0.25
Peye,Ekwana Ruhang,Sepfahn,weeb,82.0,56.0,0.16,0.27
Peye,Jai II,Balla,dagger,56.0,75.0,0.18,0.18
Peye,Jai II,Cyath,machete,60.0,70.0,0.18,0.18
Peye,Jai II,Dehtat,rapier,56.0,75.0,0.18,0.18
Peye,Jai II,Dokrahm,scythe,56.0,75.0,0.18,0.18
Peye,Jai II,Kronsh,machete,74.0,66.0,0.18,0.18
Peye,Jai II,Mewan,sword,74.0,66.0,0.18,0.18
Peye,Jai II,Ooltha,sword,60.0,70.0,0.18,0.18
Peye,Jai II,Plague Keewar,scythe,67.0,68.0,0.18,0.22
Peye,Jai II,Plague Kripath,rapier,58.0,72.0,0.22,0.18
Peye,Jai II,Rabvee,machete,74.0,66.0,0.18,0.18
Peye,Jai II,Sepfahn,weeb,60.0,70.0,0.2,0.2
Peye,Jai,Balla,dagger,60.0,70.0,0.18,0.18
Peye,Jai,Cyath,machete,64.0,65.0,0.18,0.18
Peye,Jai,Dehtat,rapier,60.0,70.0,0.18,0.18
Peye,Jai,Dokrahm,scythe,60.0,70.0,0.18,0.18
Peye,Jai,Kronsh,machete,78.0,61.0,0.18,0.18
Peye,Jai,Mewan,sword,78.0,61.0,0.18,0.18
Peye,Jai,Ooltha,sword,64.0,65.0,0.18,0.18
Peye,Jai,Plague Keewar,scythe,71.0,63.0,0.18,0.22
